>>> Chat History with another_cleanpan::
2025-08-25 10:11:17 UTC prinsz.dom: eh atleast nakapag bonding kayo, bat parang ung pagkakasabi ko offensive
2025-08-25 10:10:43 UTC prinsz.dom: [https://media.tenor.com/sovVS54egH0AAAAl/sorry.webp]
2025-08-25 10:10:29 UTC lsnjsmn._13: biglaan nga lang eh
2025-08-25 10:10:24 UTC lsnjsmn._13: ay bakittt poo??
2025-08-25 10:10:09 UTC prinsz.dom: nice one, bawal kasi ako lumabas kaya d ako nakakapag bonding with my friends
2025-08-25 10:09:33 UTC lsnjsmn._13: ohh alrightt
2025-08-25 10:09:26 UTC lsnjsmn._13: goodddd bcs, nagkaron ulit kami ng bond ng friends ko which is swimming and medyooo pagod dinn
2025-08-25 10:08:56 UTC prinsz.dom: ayun, nakahiga lang sa higaan, nothing much
2025-08-25 10:08:29 UTC lsnjsmn._13: TELL MEEEEEE HIHIHI
2025-08-25 10:08:16 UTC prinsz.dom: how bout you?
2025-08-25 10:08:13 UTC prinsz.dom: same as usual
2025-08-25 10:07:59 UTC lsnjsmn._13: how's your dayyyyy???
2025-08-25 10:06:43 UTC prinsz.dom: no no, it's ok
2025-08-25 09:56:52 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7542087559220841736/
2025-08-25 09:49:27 UTC lsnjsmn._13: HEHEHEHEHEHE
2025-08-25 09:49:22 UTC lsnjsmn._13: sorry, hindi kita nachat, nag swimming po kasi kamiii
2025-08-25 09:49:00 UTC lsnjsmn._13: HIII PRINSZZZZ
2025-08-25 01:08:12 UTC prinsz.dom: https://www.tiktokv.com/share/video/7517073374758178055/
2025-08-24 17:32:11 UTC lsnjsmn._13: PLEASEEEEEEEEE BABY
2025-08-24 17:32:11 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7531109002311175455/
2025-08-24 13:52:15 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7540807977255570695/
2025-08-24 13:46:49 UTC lsnjsmn._13: [https://media.tenor.com/iHbCAIOwnFAAAAAl/mwah-kitty.webp]
2025-08-24 13:46:46 UTC lsnjsmn._13: mwapss
2025-08-24 13:46:39 UTC lsnjsmn._13: don't forget to pray, okii???
2025-08-24 13:46:30 UTC lsnjsmn._13: sweetdreamsss
2025-08-24 13:46:27 UTC lsnjsmn._13: sleepwell and sleeptight
2025-08-24 13:46:20 UTC lsnjsmn._13: goodnightttt ml
2025-08-24 13:35:50 UTC prinsz.dom: love you!! 💗
2025-08-24 13:35:36 UTC prinsz.dom: sleep well and sleep tight!
2025-08-24 13:35:18 UTC prinsz.dom: sweet dreams!
2025-08-24 13:35:13 UTC prinsz.dom: goodnight!
2025-08-24 13:35:08 UTC prinsz.dom: matutulog na ko
2025-08-24 12:48:59 UTC prinsz.dom: aight, be safe whatever your doing
2025-08-24 12:48:38 UTC lsnjsmn._13: anyways, gtkkkk
2025-08-24 12:48:29 UTC lsnjsmn._13: yeaa, done na rin :)
2025-08-24 12:47:49 UTC prinsz.dom: yes, how bout you?
2025-08-24 12:47:31 UTC lsnjsmn._13: :))
2025-08-24 12:47:24 UTC lsnjsmn._13: kumain na ikaw?
2025-08-24 12:47:18 UTC lsnjsmn._13: haiaiaiai prinsz
2025-08-24 12:44:53 UTC lsnjsmn._13: [https://media.tenor.com/iHbCAIOwnFAAAAAl/mwah-kitty.webp]
2025-08-24 12:12:29 UTC prinsz.dom: https://www.tiktokv.com/share/video/7541260875559144735/
2025-08-24 12:07:06 UTC prinsz.dom: https://www.tiktokv.com/share/video/7523269002005646622/
2025-08-24 12:02:34 UTC prinsz.dom: https://www.tiktokv.com/share/video/7524150773706444062/
2025-08-24 11:38:19 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7540853934655589638/
2025-08-24 10:29:53 UTC lsnjsmn._13: [https://media.tenor.com/eiMqmu0vXz8AAAAl/kiss.webp]
2025-08-24 10:27:52 UTC prinsz.dom: https://www.tiktokv.com/share/video/7513448094965517575/
2025-08-24 10:26:41 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7533082113420053767/
2025-08-24 10:13:34 UTC lsnjsmn._13: ARGHHH SOOOO CUTEEEEEEEEEEEEEEEE
2025-08-24 10:07:18 UTC lsnjsmn._13: if youuu don't want, it's okayyyy
2025-08-24 10:07:13 UTC prinsz.dom: aight
2025-08-24 10:07:00 UTC lsnjsmn._13: hihihi
2025-08-24 10:06:57 UTC lsnjsmn._13: yung sa story ko poooo
2025-08-24 10:06:42 UTC lsnjsmn._13: my favvv
2025-08-24 10:06:31 UTC prinsz.dom: which one?
2025-08-24 10:06:14 UTC lsnjsmn._13: pfp ka ng baby picccc :b
2025-08-24 10:04:42 UTC lsnjsmn._13: ay hehe
2025-08-24 10:04:37 UTC lsnjsmn._13: ay okii, akala ko po ksi nakapriv sayo eh hahaha
2025-08-24 10:04:11 UTC prinsz.dom: i saw me
2025-08-24 10:04:05 UTC prinsz.dom: yeah, I see your stories on your man acc in ig
2025-08-24 10:03:15 UTC lsnjsmn._13: it's alrr
2025-08-24 10:03:08 UTC lsnjsmn._13: sa main ko po pala sorry
2025-08-24 10:02:56 UTC prinsz.dom: slr
2025-08-24 10:02:50 UTC prinsz.dom: nope, I don't see em
2025-08-24 09:48:28 UTC lsnjsmn._13: ask lang po if, nakikita mo yung stories ko sa ig?
2025-08-24 09:48:04 UTC lsnjsmn._13: haiaiaiaiaii prinszzz
2025-08-24 07:40:59 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7531251541437598994/
2025-08-24 01:39:46 UTC prinsz.dom: https://www.tiktokv.com/share/video/7283461708033658143/
2025-08-23 16:04:33 UTC lsnjsmn._13: [https://media.tenor.com/iHbCAIOwnFAAAAAl/mwah-kitty.webp]
2025-08-23 16:04:04 UTC lsnjsmn._13: hope that u already ate dinner
2025-08-23 16:03:07 UTC lsnjsmn._13: sweetdreamsss
2025-08-23 16:03:02 UTC lsnjsmn._13: gnnn ml, sleepwell and sleeptight
2025-08-23 16:02:03 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7540670283120659767/
2025-08-23 14:56:43 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7482166068065226006/
2025-08-23 14:54:59 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7474479850535832850/
2025-08-23 14:54:10 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7460426090423651591/
2025-08-23 14:36:34 UTC lsnjsmn._13: hellooo prinsz—actually, I'm still awakeeee hehehe but, I'm gonna sleep na rin later. why are u still awake? it's already 10pm na po ah?
2025-08-23 14:35:33 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7435240976127429943/
2025-08-23 14:32:23 UTC prinsz.dom: "My darling, I know you're already asleep, but I wanted to tell you that I love you very much and that you are so incredibly important to me. You made my life better, thank you for always being there for me, good night" -translation
2025-08-23 14:30:51 UTC prinsz.dom: https://www.tiktokv.com/share/video/7423146153979464992/
2025-08-22 23:29:32 UTC prinsz.dom: https://www.tiktokv.com/share/video/7283461708033658143/
2025-08-22 16:38:36 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7540396055016295693/
2025-08-22 14:39:55 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7540830588794621239/
2025-08-22 14:31:05 UTC lsnjsmn._13: [https://media.tenor.com/QfRLzeM1gT4AAAAl/myaowl-heart.webp]
2025-08-22 14:29:14 UTC lsnjsmn._13: goodnightieee, mwapssss
2025-08-22 14:29:02 UTC lsnjsmn._13: sweetdreamsss
2025-08-22 14:28:54 UTC lsnjsmn._13: i hope na kumain ka na and nagpray bago magsleeppp
2025-08-22 14:28:28 UTC lsnjsmn._13: sleepwell and sleeptighttt
2025-08-22 14:28:22 UTC lsnjsmn._13: ohh, it's already 10:28 na so maybe, natutulog ka naaa
2025-08-22 14:28:01 UTC lsnjsmn._13: did you ate naaaa??
2025-08-22 14:27:48 UTC lsnjsmn._13: good eveeeee prinszzz
2025-08-22 14:27:14 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7523339657514323222/
2025-08-22 00:22:49 UTC lsnjsmn._13: promiseeee
2025-08-22 00:22:39 UTC lsnjsmn._13: good morningggg pooo
2025-08-21 23:20:20 UTC prinsz.dom: https://www.tiktokv.com/share/video/7520201467676888342/
2025-08-21 20:06:30 UTC prinsz.dom: anyway I gotta sleep again, adios
2025-08-21 20:06:18 UTC prinsz.dom: Godbless din sayo! God will guide us both no matter what and, we won’t pressure ourselves too much, promise?
2025-08-21 20:05:55 UTC prinsz.dom: i just woke up randomly
2025-08-21 16:06:15 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7520646548254985486/
2025-08-21 13:29:46 UTC lsnjsmn._13: [https://media.tenor.com/Tb5oi-FdAg0AAAAl/fofo-cute.webp]
2025-08-21 13:29:31 UTC lsnjsmn._13: sweetdreams :)
2025-08-21 13:29:22 UTC lsnjsmn._13: hope to see youuu tomorrow
2025-08-21 13:28:57 UTC lsnjsmn._13: sleepwell and sleeptighttt
2025-08-21 13:28:46 UTC lsnjsmn._13: Godbless sa 2nd examination this quarter, God will guide you no matter what—and, don't pressure yourself too much haaa??
2025-08-21 13:27:50 UTC lsnjsmn._13: goodnightiee
2025-08-21 13:27:41 UTC lsnjsmn._13: helloooo, siguro natutulog ka naaa hehehe :)
2025-08-21 13:26:05 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7540897883386662174/
2025-08-21 11:21:43 UTC prinsz.dom: Ephesians 2:14
2025-08-21 11:17:52 UTC lsnjsmn._13: i prayed for you and us so, this is how it went. I'm so blessed with you
2025-08-21 11:15:11 UTC lsnjsmn._13: i know this is because of God :)
2025-08-21 11:11:53 UTC prinsz.dom: This time, I’m here with my whole heart, no hesitations
2025-08-21 11:11:48 UTC prinsz.dom: I know I’ve stumbled before, but every road I take still leads me back to you.
2025-08-21 11:10:07 UTC prinsz.dom: No, thank you for everything you’ve been doing for us. I’ll never stop being grateful
2025-08-21 11:09:42 UTC lsnjsmn._13: also, thank you staying and trusting me again with a full heart :)
2025-08-21 11:08:20 UTC lsnjsmn._13: thank you for appreciating my efforts for us. thank you for this, it means a lot to me 🥺💗
2025-08-21 11:06:29 UTC lsnjsmn._13: idk what to say, it's so heartwarming 🥹
2025-08-21 11:06:04 UTC lsnjsmn._13: 🥹🥹
2025-08-21 11:03:48 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7539450660010413332/
2025-08-21 10:57:18 UTC prinsz.dom: From the past events that had happened, it has filled me with *Determination*, *Perseverance*, *Integrity*, *Bravery*, *Justice*, *Patience*, and *Kindness*. I gained *Determination* because no matter how many times I tried to push you away, something in me refused to let go of what we have. I gained *Perseverance* because you showed it to me first, you never gave up on me, even when I gave you every reason to. I gained *Integrity* because I realized I had to stop hiding, stop pretending, and finally be honest with myself and with you. I gained *Bravery* because it takes courage to come back, admit my mistakes, and face the truth of my own feelings. I gained *Justice* because I understood that hurting you and myself wasn’t fair, and the right thing was to make things right between us. I gained *Patience* because through all the distance and pushing away, you waited, and I learned to wait, too, for the right moment to return.
And lastly, I gained *Kindness* because despite everything, you never stopped caring, and it taught me to soften my heart again. Because of you, I carry all of these within me now. And because of us, I know our story isn’t just another chapter, it’s proof that love can grow stronger even after being tested.
2025-08-21 10:31:37 UTC lsnjsmn._13: will always dedicate this song to you no matter what :)
2025-08-21 10:31:37 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7531461697702300942/
2025-08-21 09:21:43 UTC lsnjsmn._13: yes po
2025-08-21 09:21:21 UTC prinsz.dom: sure, I'll fulfill the wish that hasn't been done in the past
2025-08-21 09:20:58 UTC lsnjsmn._13: [https://media.tenor.com/nBQQ6XM5BhIAAAAl/cute.webp]
2025-08-21 09:20:49 UTC lsnjsmn._13: photobooth tayooooo
2025-08-21 09:20:40 UTC lsnjsmn._13: akala ko po kasi walang nang intrams ste eh
2025-08-21 09:20:24 UTC lsnjsmn._13: yayayayay
2025-08-21 09:20:24 UTC prinsz.dom: though I don't know which to join
2025-08-21 09:20:17 UTC prinsz.dom: yep
2025-08-21 09:20:09 UTC lsnjsmn._13: may intrams kayooo??
2025-08-21 09:20:03 UTC lsnjsmn._13: skyyy
2025-08-21 09:15:04 UTC lsnjsmn._13: it's okii
2025-08-21 09:14:38 UTC prinsz.dom: i don't know when and why
2025-08-21 09:14:29 UTC lsnjsmn._13: [https://media.tenor.com/2HcCmlWSKxwAAAAl/cat-love.webp]
2025-08-21 09:14:24 UTC lsnjsmn._13: ihh bstaaa cuteeee
2025-08-21 09:14:14 UTC prinsz.dom: I've lost the sense of judging if it's good or bad
2025-08-21 09:14:01 UTC prinsz.dom: i don't know what to say to my baby pics, I can't tell if they're good or bad
2025-08-21 09:13:43 UTC lsnjsmn._13: in short, i love your baby picsss
2025-08-21 09:13:33 UTC lsnjsmn._13: i rlly love seeing your baby picss
2025-08-21 09:13:26 UTC prinsz.dom: yeah, I have no idea
2025-08-21 09:13:23 UTC lsnjsmn._13: but, it's soo cuteee kayaa
2025-08-21 09:13:12 UTC lsnjsmn._13: ohh reallyyy??
2025-08-21 09:12:58 UTC prinsz.dom: I did not know my mother was doing those
2025-08-21 09:12:36 UTC lsnjsmn._13: ay alam mo po ba, nagsesend sakin si tita jessicaa ng baby pics mo HAHAHAHAHAH cutieee
2025-08-21 09:11:41 UTC lsnjsmn._13: sigeee, okayy langggg
2025-08-21 09:11:35 UTC prinsz.dom: slr
2025-08-21 09:11:24 UTC prinsz.dom: teka, naubusan na talaga ng load, kumonekta lang ako sa cp ng nanay ko
2025-08-21 09:05:34 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7540734469330783495/
2025-08-21 09:03:37 UTC lsnjsmn._13: are you busy baaa??
2025-08-21 08:58:07 UTC lsnjsmn._13: ay ano nga ulit mga sinabi ko? wait, lemme check HAHAHAHAHAHAHAHAH
2025-08-21 08:57:49 UTC lsnjsmn._13: dito ka nalang mag reply sa mga sinabi koooo
2025-08-21 08:50:07 UTC prinsz.dom: nababasa ko message sa IG kaso d ako makapag reply, ayaw mag send
2025-08-21 08:49:44 UTC lsnjsmn._13: slr
2025-08-21 08:49:42 UTC lsnjsmn._13: it's alrightt
2025-08-21 08:49:36 UTC lsnjsmn._13: ay helloooo
2025-08-21 08:37:57 UTC prinsz.dom: sorry, I can't reply on IG because I ran out of load 😅
2025-08-21 03:02:48 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7540733656944348447/
2025-08-21 03:02:32 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7531135611126811926/
2025-08-21 02:55:47 UTC lsnjsmn._13: NOOOO. for me, you're the best one :) 
2025-08-21 02:55:47 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7525999371528326418/
2025-08-21 02:51:18 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7523937269342817558/
2025-08-21 02:49:31 UTC lsnjsmn._13: I don't want you to suffer again
2025-08-21 02:49:10 UTC lsnjsmn._13: did you ate breakfast na?
2025-08-21 02:48:58 UTC lsnjsmn._13: good morningggg pooo 🫶🏻
2025-08-21 02:03:29 UTC prinsz.dom: https://www.tiktokv.com/share/video/7513724061239840005/
2025-08-21 01:53:34 UTC prinsz.dom: https://www.tiktokv.com/share/video/7540728203569024270/
2025-08-21 01:48:44 UTC prinsz.dom: https://www.tiktokv.com/share/video/7523052198566169911/
2025-08-21 01:26:45 UTC prinsz.dom: https://www.tiktokv.com/share/video/7525473765505993990/
2025-08-21 01:10:49 UTC prinsz.dom: https://www.tiktokv.com/share/video/7111209741862325531/
2025-08-21 01:09:03 UTC prinsz.dom: https://www.tiktokv.com/share/video/7511831752898301202/
2025-08-20 17:40:15 UTC lsnjsmn._13: it's all youuuu
2025-08-20 17:40:15 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7520645147550321928/
2025-08-20 17:07:33 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7539427367815482632/
2025-08-20 16:23:39 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7537978290481548562/
2025-08-20 16:20:06 UTC lsnjsmn._13: it's youuuu
2025-08-20 16:20:06 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7539508438917811474/
2025-08-20 16:01:04 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7484763586313637151/
2025-08-20 13:39:05 UTC prinsz.dom: no problem, I'm trying to heal a broken, shattered soul here
2025-08-20 13:38:23 UTC lsnjsmn._13: [https://media.tenor.com/4NhqI8XyoPwAAAAl/quby-hearts.webp]
2025-08-20 13:38:14 UTC lsnjsmn._13: thankyousomuchhhh
2025-08-20 13:36:29 UTC lsnjsmn._13: YAYAYAYAY
2025-08-20 13:32:35 UTC prinsz.dom: sure thing
2025-08-20 13:31:45 UTC lsnjsmn._13: Skyy, can we bring back tsukii hereee?? :)
2025-08-20 12:41:43 UTC lsnjsmn._13: So cute :)
2025-08-20 12:41:41 UTC prinsz.dom: yes
2025-08-20 12:41:32 UTC lsnjsmn._13: Lowercase?
2025-08-20 12:41:31 UTC prinsz.dom: I love you too
2025-08-20 12:41:23 UTC prinsz.dom: typing the way I am doing right now
2025-08-20 12:41:22 UTC lsnjsmn._13: Ilysmm 🥹🥹
2025-08-20 12:41:08 UTC prinsz.dom: don't cry
2025-08-20 12:41:08 UTC lsnjsmn._13: Yes?
2025-08-20 12:40:59 UTC lsnjsmn._13: Why am I crying 🥹🥹🥹
2025-08-20 12:40:57 UTC prinsz.dom: I'm still doing it as of now
2025-08-20 12:40:49 UTC prinsz.dom: remember the thing you told me?
2025-08-20 12:40:41 UTC prinsz.dom: no problem
2025-08-20 12:40:27 UTC prinsz.dom: thank you
2025-08-20 12:40:20 UTC lsnjsmn._13: Thank you so much, sky
2025-08-20 12:40:11 UTC lsnjsmn._13: Okay, I respect it :)
2025-08-20 12:39:59 UTC prinsz.dom: do not celebrate too much to the point some people might notice
2025-08-20 12:39:52 UTC lsnjsmn._13: Omg, thank you for another chance again :)
2025-08-20 12:39:34 UTC prinsz.dom: yes indeed
2025-08-20 12:39:28 UTC lsnjsmn._13: Please
2025-08-20 12:39:26 UTC prinsz.dom: because the society around us knows the past, we can't change the fact
2025-08-20 12:39:23 UTC lsnjsmn._13: NO JOKES..
2025-08-20 12:39:11 UTC lsnjsmn._13: Really?!
2025-08-20 12:38:52 UTC prinsz.dom: yes, I would be willing, though let not anyone know this
2025-08-20 12:38:33 UTC prinsz.dom: slr, I just washed my face
2025-08-20 12:35:25 UTC lsnjsmn._13: I love you.. ☹️
2025-08-20 12:35:11 UTC lsnjsmn._13: I'm sorry sky, I really am.
2025-08-20 12:35:03 UTC lsnjsmn._13: ARGH WHY AM I SO LOSER.
2025-08-20 12:34:41 UTC lsnjsmn._13: I would be so much happy if you'll come back
2025-08-20 12:34:26 UTC lsnjsmn._13: Let's try again.
2025-08-20 12:34:22 UTC lsnjsmn._13: Trust me again.
2025-08-20 12:34:16 UTC lsnjsmn._13: Sky, please. I'm begging you, comeback to me now.
2025-08-20 12:33:58 UTC lsnjsmn._13: :(
2025-08-20 12:33:03 UTC prinsz.dom: if I didn't love you, right now, I wouldn't do such things, and block you right away when you left me
2025-08-20 12:32:54 UTC lsnjsmn._13: So you still do?
2025-08-20 12:32:41 UTC lsnjsmn._13: Fudge, I wanna freakin hug u rn..
2025-08-20 12:32:21 UTC lsnjsmn._13: Oh
2025-08-20 12:32:16 UTC lsnjsmn._13: I don't know. Sorry, I just really don't know l.
2025-08-20 12:32:10 UTC prinsz.dom: I wouldn't do those if not
2025-08-20 12:31:50 UTC prinsz.dom: why do you think I'm trying to fix things up
2025-08-20 12:31:40 UTC prinsz.dom: you've been trying for such a long time, a dam had broken trying to stop getting the water out of it
2025-08-20 12:31:35 UTC lsnjsmn._13: Please sky, clear it to me with no jokes and pretend. DO YOU STILL LOVE ME???????
2025-08-20 12:31:04 UTC prinsz.dom: you may ask..
2025-08-20 12:30:57 UTC prinsz.dom: "why just now?"
2025-08-20 12:30:47 UTC prinsz.dom: that's exactly what I'm trying to fix, even if it could damage my reputation
2025-08-20 12:30:43 UTC lsnjsmn._13: That's why I'm trying to fix things.
2025-08-20 12:30:02 UTC lsnjsmn._13: If only you know how much i hate my self for not hating you. You don't also know, how much i love you to the point that even my friends always tell me to stop loving you, but I can't stop.
2025-08-20 12:29:48 UTC prinsz.dom: heartedly*
2025-08-20 12:29:32 UTC prinsz.dom: don't you think someone you loved fully heatedly would be ok with things that had happened?
2025-08-20 12:28:36 UTC lsnjsmn._13: You can't withstand seeing someone being hurt? So, why are you being okay while I'm freakin hurt bcs of you? :(
2025-08-20 12:27:54 UTC lsnjsmn._13: Oh
2025-08-20 12:26:59 UTC prinsz.dom: i can't withstand seeing someone hurt, no, I wanna fix everything with you
2025-08-20 12:26:35 UTC lsnjsmn._13: A story? share it to mee
2025-08-20 12:24:39 UTC lsnjsmn._13: Are you really sure that you don't wanna fix everything with me now?
2025-08-20 12:24:14 UTC lsnjsmn._13: Don't you need me anymore?
2025-08-20 12:23:27 UTC lsnjsmn._13: 🥹
2025-08-20 12:23:08 UTC prinsz.dom: yes, I can't withstand seeing anyone being hurt
2025-08-20 12:21:57 UTC lsnjsmn._13: You're now willing to fix that broken heart with your own?
2025-08-20 12:19:32 UTC prinsz.dom: I am now willing to fix this broken heart, because of guilt and regret.. though the society around us knows what had happened to us, it would be [idk what word] since they know those things
2025-08-20 11:33:09 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7524202512404974861/
2025-08-20 10:32:36 UTC lsnjsmn._13: I'll wait for you.
2025-08-20 10:32:29 UTC lsnjsmn._13: I'll still wait for you, sky. :)
2025-08-20 10:32:14 UTC lsnjsmn._13: You're the only risk that I'm willing to take, because, ik that you're always worth the risk
2025-08-20 10:31:37 UTC lsnjsmn._13: Just let me fulfill your heart again, please, trust me this time.
2025-08-20 10:30:41 UTC lsnjsmn._13: Everything you say is safe with me
2025-08-20 02:07:13 UTC prinsz.dom: I'm choosing over my peace or my guilt
2025-08-20 02:06:54 UTC prinsz.dom: I don't want anyone to know I said this
2025-08-20 02:06:36 UTC prinsz.dom: I don’t hate you, I just can’t do this the same way again.
2025-08-20 02:06:33 UTC prinsz.dom: I don’t have the same emotions I used to, and I don’t wanna chain us both in secrets.
2025-08-20 02:06:24 UTC prinsz.dom: I still care, but I’m empty right now.
2025-08-19 17:27:35 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7538450939691175175/
2025-08-17 00:16:58 UTC prinsz.dom: https://www.tiktokv.com/share/video/7445733589469220118/
2025-08-17 00:12:04 UTC prinsz.dom: https://www.tiktokv.com/share/video/7509485617508650247/
2025-08-16 16:49:50 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7525711882913598733/
2025-08-16 16:12:57 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7529626157432507678/
2025-08-16 14:20:59 UTC lsnjsmn._13: good night. :)
2025-08-16 14:01:39 UTC prinsz.dom: I've gotta go
2025-08-16 13:55:53 UTC prinsz.dom: Appreciate it, though prayers can't fix the past
2025-08-16 13:53:36 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7539126348187536647/
2025-08-16 13:53:01 UTC prinsz.dom: I understand enough to know I’m better off alone.
2025-08-16 13:50:58 UTC lsnjsmn._13: kahit anong gawin ko, you'll never understand me talaga, ’no?
2025-08-16 13:49:51 UTC lsnjsmn._13: that's not the point
2025-08-16 13:49:33 UTC prinsz.dom: Ikaw? nagreklamo ba ako dati na nahihirapan ako? tahimik lang ako nun, hinayaan kitang umalis
2025-08-16 13:48:28 UTC lsnjsmn._13: natutuwa ka bang nahihirapan ako?
2025-08-16 13:48:17 UTC prinsz.dom: In other words, No
2025-08-16 13:47:53 UTC prinsz.dom: now, do you feel what i've felt when you shattered my soul?
2025-08-16 13:47:41 UTC lsnjsmn._13: so, no?
2025-08-16 13:46:38 UTC prinsz.dom: Unfortunately, I can't, first, if I wanted to go back to you, that would be strange for other people, knowing stuff about us, second, old patterns don't magically vanish (if it broke once or twice, it'll probably break again), third, the peace matters more (I've already moved forward a bit, going back risks my mental vibe and stability), fourth, I've seen the truth now, I've seen how things actually went down, nostalgia is tricky, but reality doesn't lie, fifth, emotional investment vs payoff, putting myself back into the drama might cost way more than I gained, sixth, opportunities elsewhere, every second spent on "what if" is a second not spent leveling up in your life, and lastly, closure matters, I've already written my goodbye didn't I? reopening it just messes with our growth
2025-08-16 13:38:57 UTC lsnjsmn._13: i always pray for that to happen hahahshahaha
2025-08-16 13:38:32 UTC lsnjsmn._13: Is there a chance you'll come back to me again?
2025-08-16 13:37:01 UTC prinsz.dom: Yes?
2025-08-16 13:34:52 UTC lsnjsmn._13: uhm sky
2025-08-16 13:32:14 UTC lsnjsmn._13: ik
2025-08-16 13:31:52 UTC prinsz.dom: Where I could freely be myself
2025-08-16 13:31:39 UTC lsnjsmn._13: hmmmmmmm
2025-08-16 13:31:34 UTC lsnjsmn._13: are you sure, bae? HAHAHAHAHAAHAHAHAHAHAHAHAHAHAHAHA
2025-08-16 13:31:20 UTC prinsz.dom: Where I am actually comfortable
2025-08-16 13:30:52 UTC lsnjsmn._13: oh please sky, just cb to me hahaha
2025-08-16 13:30:48 UTC prinsz.dom: Welp, it seems you do not know
2025-08-16 13:30:28 UTC lsnjsmn._13: wdym other side?
2025-08-16 13:30:10 UTC prinsz.dom: Well, do you know my other side?
2025-08-16 13:29:56 UTC lsnjsmn._13: I REALLY KNOW YOU, I REALLY DO.
2025-08-16 13:29:45 UTC lsnjsmn._13: stop lying to me.
2025-08-16 13:29:35 UTC lsnjsmn._13: hmmm
2025-08-16 13:29:09 UTC prinsz.dom: Yep, because if that was me, I would've begged so much for you to come back **IF** I really want you to come back
2025-08-16 13:24:11 UTC lsnjsmn._13: i know u, sky
2025-08-16 13:24:03 UTC lsnjsmn._13: are u sure na hindi ikaw ’yon?
2025-08-16 10:21:11 UTC prinsz.dom: Cause who tf would say such nonsense
2025-08-16 10:20:43 UTC prinsz.dom: Whoever that was, I'm gonna fkin kill him
2025-08-16 10:20:14 UTC prinsz.dom: Well, I didn't send those texts, I wonder who in the world sent those
2025-08-16 10:12:32 UTC lsnjsmn._13: wdym..
2025-08-16 10:12:19 UTC lsnjsmn._13: huh..
2025-08-16 09:40:25 UTC prinsz.dom: sorry for the inconvenience, I'd better change my password
2025-08-16 09:40:12 UTC prinsz.dom: who tf used my phone???
2025-08-16 07:59:17 UTC prinsz.dom: Everyone knows what happened to us and our current relationship to each other, they all know we’re done. Well, only if I had accepted you coming back since that day, everything would be normal, not like today, everything is fucked up, screwed, and all other things.
2025-08-16 07:56:43 UTC prinsz.dom: Though everything is now fucked up, we both know there’s no coming back.
2025-08-16 07:55:15 UTC prinsz.dom: Though I’ve shown that I’ve moved on, which is true, I still don’t know how or why... why I keep thinking about the things I’ve done. I don’t know if it’s right or wrong. I just don’t know.
2025-08-16 07:53:06 UTC prinsz.dom: Why? I honestly don’t know. Maybe because even if I was just an option, I couldn’t help but still care
2025-08-16 07:51:30 UTC lsnjsmn._13: so, all this time — akala ko, YOU JUST HATE ME but, the thing is u still love me? why sky, why.
2025-08-16 07:50:53 UTC lsnjsmn._13: oh.
2025-08-16 07:50:34 UTC prinsz.dom: Yes, that is in fact true. But that’s the thing... I’m stuck regretting the actions I’ve done, and it’s something I can’t take back anymore.
2025-08-16 07:48:19 UTC lsnjsmn._13: but, don't u love me anymore? hm
2025-08-16 07:47:40 UTC prinsz.dom: What I meant is... I hate this part of myself... this weakness. But the reason I keep holding onto it, even though it hurts, is because I feel like without it, I'd have nothing else, that's why I struggle, it's not really about you, it's about me
2025-08-16 07:44:36 UTC lsnjsmn._13: https://www.tiktokv.com/share/video/7497580844811324677/
2025-08-16 07:43:14 UTC lsnjsmn._13: clear it up to me.
